StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q113,Q114,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-07-06 15:59:29,2022-07-06 16:24:35,IP Address,*******,100,1506,True,2022-07-06 16:24:35,R_3J4tvZxrbFGAW7T,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,6286c4c0df22b592d4ae632a,7,5,6,7,4,4,4,5,12.028,33.583,38.986,28,4.225,19.662,25.912,8,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,911.572,0,No,,"I'd describe my overall experience fundamentally as repetitive. The companion seemed to have a series of canned phrases and made no successful effort to engage with what I was saying. Over the course of the conversation I saw the same response many times. At best it was unhelpful, at worst it was actively irritating. I would definitely not recommend this to anyone seeking mental health help, at best it's a poorly constructed chat bot that is out performed by other chat bots available online.",1,4,2,1,1,1,5,1,1,1,7,6,1,1,1,1,1,5,4,5,5,3,3,5,3,1,1,19,10,5,highly flawed data,No motive,,"The agent made no effort to get me interested in the service as a product. They might have been ""caring"" but if they were, they made a very poor show of it. It seemed like they were mostly just aimlessly responding to statements.",Male,,Gay/Lesbian/Homosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:02:47.278Z
2022-07-06 16:06:01,2022-07-06 16:24:49,IP Address,*******,100,1128,True,2022-07-06 16:24:50,R_3qyyOOk0lHtJ7x7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62c354508875159e77075742,6,5,3,5,5,2,3,2,0,0,36.782,0,0,0,17.099,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,602.321,0,No,,"No technical difficulties, but the AI seemed to not respond as I expected it to at all.  I admit perhaps I was a bit too direct with my interactions, or perhaps my questions spiraled the logic out of control, I am unsure.  However, if you read through my responses, you can tell I tried several times to get the AI on track to talk about mental health a few times, to no success.  It seemed to have incoherent answers at times, and I just didn't know how to approach it after a while to get anything productive out of it.  Chiefly, the stated goal before the interaction was it had incentive to sell the product to me, and it very much did the exact opposite.  It seemed incoherent and sporadic, and after a very short time I did not expect it to go anywhere so I ended the session almost immediately at the 10 minute mark.",1,1,1,1,1,1,3,1,1,1,7,7,2,1,1,1,1,1,1,1,1,1,1,1,6,1,6,3,4,13,highly flawed data,No motive,,"I was told the agent would had manipulative motives, but my own experience made it feel very scatterbrained.  I am unsure it had a motive at all.",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",Black or African American,,"Yes, Puerto Rican",,3,2022-07-06T22:08:09.000Z
2022-07-06 16:06:37,2022-07-06 16:25:08,IP Address,*******,100,1110,True,2022-07-06 16:25:08,R_3Ryk0Y98TVg01ce,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60e609da2d6d4ebe291bcbaf,6,5,5,6,5,3,5,1,8.448,33.003,33.623,2,0,0,16.263,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,609.405,0,No,,It was really robotic in the responses that I was given and it didn't really help me when I started to ask questions or give my opinions on matters in my life. overall I didn't enjoy talking to the ai since some of our conversation didn't make much sense.,1,5,4,1,1,1,5,2,1,3,5,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,14,6,13,highly flawed data,Manipulative/malicious motives,,They didn't really care much on finding out why I felt the way I did or ask more into the background of what i told it.,Male,,Straight/Heterosexual,,18-24 years old,Associates or technical degree,Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:09:25.373Z
2022-07-06 16:04:54,2022-07-06 16:25:54,IP Address,*******,100,1259,True,2022-07-06 16:25:54,R_2Pn7bDSojZh6P9J,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62852880d0adbe3f66b92efc,7,5,4,7,6,2,1,4,9.655,9.655,63.047,1,0,0,20.771,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,2.328,9.328,738.735,2,No,,"I immediately asked the AI if it could say ""hi"" back to me to try and gauge the depth of its responses and whether or not it was truly an AI capable of ""memory"" or making context-sensitive responses (as with GPT-3), or if it was just a chat bot with a few pre-scripted responses that honed in on certain key words. It immediately made it clear that it was the latter. I kept trying to get it to respond in a meaningful way or do basically anything that wasn't turning my statements back around into a ""but why"" or ""how do you feel about that"" question, and it never did. Overall it was a very repetitive and frustrating experience.",1,2,2,1,1,1,4,1,1,1,7,7,1,1,1,1,1,4,1,1,3,1,1,2,5,1,1,3,4,15,highly flawed data,No motive,,It was very repetitive and robotic. It didn't display anything resembling an intent.,Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:07:30.507Z
2022-07-06 16:09:45,2022-07-06 16:25:58,IP Address,*******,100,972,True,2022-07-06 16:25:58,R_A6g8c01WGMoyYUh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e7f4d2ad29f7560f032abb9,6,3,3,7,5,2,3,2,0,0,43.288,0,0,0,18.25,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,623.784,0,No,,"Completely unhelpful. Hard to even get a straight answer out of the chat bot, let alone anything helpful in regards to mental health. If anything, trying to interact with it increased stress rather than relive any",1,2,1,1,1,1,1,1,1,2,6,6,1,1,1,1,1,2,2,1,2,1,1,1,14,9,3,6,15,17,highly flawed data,No motive,,It flip flopped from calling me positive to calling me negative,Male,,Straight/Heterosexual,,25-34 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:12:03.698Z
2022-07-06 16:04:42,2022-07-06 16:25:58,IP Address,*******,100,1276,True,2022-07-06 16:25:59,R_1OHWul6rzaf3CGf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5de3dfebc0049d3e5c7cc17c,6,5,5,5,6,6,2,2,0,0,43.406,0,0,0,16.739,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,17.92,29.24,866.433,3,No,,The AI has yet to fully understand and be able to respond to feelings. The AI is really repetitive and needs much more tuned. I did the best that I could with the AI before running in circles with it.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,7,5,1,1,2,2,5,17,1,1,20,20,19,highly flawed data,Caring motives,,It did but little extent. I tried to do my best at making it work.,Male,,Straight/Heterosexual,,35-44 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:06:55.773Z
2022-07-06 16:09:39,2022-07-06 16:26:43,IP Address,*******,100,1024,True,2022-07-06 16:26:44,R_2ceb28Q4zSTBHhK,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5fb1ed28e6d35874d598b740,7,6,5,6,5,6,5,2,0,0,35.6,0,0,0,17.479,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,644.699,0,No,,"The AI could not carry a conversation at all. Simply asking it what it's name was wouldn't work. It wouldn't even ask me my name. It had very generic responses that ended any type of conversation I tried to start up. That was the most annoying part. ",1,2,1,1,1,1,3,1,1,2,7,7,1,1,1,1,1,1,2,2,2,1,1,2,4,1,3,2,8,4,mixed-quality data,No motive,,"It barely asked me anything about myself. It may have been trying to be caring, but it did not come across that way. ",Male,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:12:19.106Z
2022-07-06 16:04:29,2022-07-06 16:27:24,IP Address,*******,100,1375,True,2022-07-06 16:27:25,R_1JQNooFX4N89uSb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e3f778e91be661ca60e3540,5,4,4,5,4,2,4,2,4.867,22.332,95.037,2,0,0,25.386,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,369.582,369.582,622.537,1,Yes (please specify),"There seemed to be a large disconnect in our interaction. ","My experience was very confusing. After asking the AI how the service could help my friend, the AI did not ever suggest how my friend would be helped. The AI sort of shifted the conversation away from the subject of the service and my friend, only to place the focal point toward me. What followed were a bunch of questions that seemed to be irrelevant and only answerable in the abstract.   ",2,4,4,3,2,2,5,2,2,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,14,5,5,2,18,14,highly flawed data,Other,not sure,"I was told that the motive would be for the AI to get me to purchase the service, only whenever I tried to talk direct about the service, they AI shifted the subject matter",Male,,Straight/Heterosexual,,25-34 years old,"Some college, but no degree",Prefer not to say,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:09:20.214Z
2022-07-06 16:07:51,2022-07-06 16:28:09,IP Address,*******,100,1217,True,2022-07-06 16:28:09,R_3HO1Bpp549eyY2E,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e0e60798205265be682850e,5,4,5,5,5,2,3,3,0,0,34.386,0,0,0,23.205,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,726.558,0,No,,The AI seemed pretty obtuse and unable to respond intelligently to what I was saying. Usually they would just repeat what I said and make a questions out of it. I could not get them to comprehend what my issue was.,1,3,2,2,2,1,2,2,1,3,6,5,2,1,1,1,1,2,3,3,3,2,2,2,5,2,6,4,8,12,highly flawed data,No motive,,They just seemed to repeat back to me in question form what I wrote. There didn't seem to be much motive behind it.,Male,,Straight/Heterosexual,,45-54 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:10:05.718Z
2022-07-06 16:13:30,2022-07-06 16:28:48,IP Address,*******,100,917,True,2022-07-06 16:28:48,R_bJDHcOqvL9IEJtD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5695615ce0c800000c5a4a8f,6,6,4,5,6,1,5,2,0,0,51.554,0,0,0,33.428,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,636.365,0,No,,"I absolutely hated the bot, it angered me and asked the most benign questions. It asked the same series of, are you sure, and how does that make you feel. Absolutely awful experience and pissed me off.",1,1,1,1,1,1,1,1,1,1,7,6,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,14,6,18,mixed-quality data,Manipulative/malicious motives,,It was really annoying,Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:16:01.052Z
2022-07-06 16:13:26,2022-07-06 16:29:18,IP Address,*******,100,952,True,2022-07-06 16:29:18,R_UGDOK89ovxzGR8Z,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,612d20ea1043719545f90f62,6,5,3,6,6,3,1,1,14.668,14.668,36.764,1,5.261,17.11,17.871,5,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,606.318,0,No,,"I thought the AI should be caring, but it has been not that. The AI robot seems to be understanding sentences by periods, so whenever I tried to elaborate in full sentences, it only catches whatever I said before the first period.",1,1,1,1,1,1,1,1,4,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,11,1,20,highly flawed data,No motive,,It was just reacting to what I typed.,Male,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:16:01.659Z
2022-07-06 16:16:24,2022-07-06 16:31:30,IP Address,*******,100,905,True,2022-07-06 16:31:30,R_3GqUtvZ3yifCXkB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5bb23c4aa2fec100011ce3ef,7,6,4,7,7,6,5,4,5.876,13.359,32.961,2,11.035,17.405,18.572,2,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,610.201,0,No,,"The bot kept asking the same questions, and didn't understand when a change in conversation topics was suggested. It was kind of frustrating.",1,1,7,1,1,1,1,1,1,6,7,5,1,1,1,1,1,6,5,5,3,1,1,1,1,1,6,13,5,15,mixed-quality data,Caring motives,,I was told that that was its motive.,Male,,Straight/Heterosexual,,35-44 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-07-06T22:18:46.112Z
2022-07-06 16:16:04,2022-07-06 16:32:18,IP Address,*******,100,973,True,2022-07-06 16:32:18,R_yjVFtPfSQGSeC0V,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,62c5e680e4a4b4648606d756,6,6,6,6,7,5,2,2,2.259,39.79,40.857,2,8.796,34.109,35.728,9,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,604.302,0,No,,"While I at first found the chatbot quite interesting it didn't seem to actually hold any proper method of communicating. I had loads of situations where the bot just simply didn't understand me and actually started asking me if I was negative when I told it I was happy. I feel like perhaps another technique needs to be looked at for handling responses. ",1,1,1,1,1,1,1,3,2,1,7,5,1,2,1,1,1,7,2,5,4,2,2,1,3,3,3,19,9,1,mixed-quality data,No motive,,"I was told that and it seemed to act that way with it's confusing demeanor. ",Male,,Straight/Heterosexual,,18-24 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-07-06T22:18:13.964Z
2022-07-06 16:13:57,2022-07-06 16:32:22,IP Address,*******,100,1104,True,2022-07-06 16:32:22,R_1LUO0zb8QxruUwg,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5c64189eede39b0001c39e61,7,6,5,6,7,4,5,4,0,0,47.404,0,20.251,33.484,35.713,4,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,618.888,0,No,,AI agent knows nothing. It was like talking to myself. Purchasing this service would be a waste of money.,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,1,1,7,4,2,1,2,2,2,5,1,1,20,11,17,highly flawed data,No motive,,It's what the researchers wanted based on the answers from the questions asked at the begging of the study.,Male,,Straight/Heterosexual,,35-44 years old,Some high school or less,Prefer to self-describe,Hispanic,"Yes, Mexican, Mexican American, Chicano/a/x",,3,2022-07-06T22:16:53.155Z
2022-07-06 16:12:11,2022-07-06 16:32:27,IP Address,*******,100,1215,True,2022-07-06 16:32:27,R_3flfqkFos9fITW0,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,5ed67ff47f3ee30bb86925f5,6,4,5,5,5,4,5,3,0,0,32.421,0,0,0,22.696,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,727.225,0,No,,"Excruciating. The AI is very rudimentary and did not ever really provide meaningful responses. Although I was prompted that this would be the AI version geared toward selling its services, it seemed more like a poorly designed echo of my own words, with almost no logic behind the responses. I tried multiple times to provide input that could be used to trigger a logical response, but without any success. ",1,1,1,1,1,1,5,1,1,1,6,6,1,1,1,1,1,2,2,1,2,2,2,3,11,3,7,2,13,15,highly flawed data,No motive,,"The agent was no better than a parrot, repeating back my own words (often in nonsensical ways)",Male,,Straight/Heterosexual,,65+ years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-07-06T22:14:32.041Z
